"Notes"	"State"	"State Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Massachusetts"	"25"	"Intracerebral haemorrhage, unspecified"	"I61.9"	189	6893574	2.7
	"Massachusetts"	"25"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	44	6893574	0.6
	"Massachusetts"	"25"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	161	6893574	2.3
	"Massachusetts"	"25"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	14	6893574	Unreliable
	"Massachusetts"	"25"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	29	6893574	0.4
	"Massachusetts"	"25"	"Cerebral infarction, unspecified"	"I63.9"	106	6893574	1.5
	"Massachusetts"	"25"	"Stroke, not specified as haemorrhage or infarction"	"I64"	951	6893574	13.8
	"Massachusetts"	"25"	"Cerebral atherosclerosis"	"I67.2"	41	6893574	0.6
	"Massachusetts"	"25"	"Other specified cerebrovascular diseases"	"I67.8"	10	6893574	Unreliable
	"Massachusetts"	"25"	"Cerebrovascular disease, unspecified"	"I67.9"	71	6893574	1.0
	"Massachusetts"	"25"	"Sequelae of cerebral infarction"	"I69.3"	32	6893574	0.5
	"Massachusetts"	"25"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	209	6893574	3.0
	"Massachusetts"	"25"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	206	6893574	3.0
	"Massachusetts"	"25"	"Generalized and unspecified atherosclerosis"	"I70.9"	51	6893574	0.7
	"Massachusetts"	"25"	"Dissection of aorta [any part]"	"I71.0"	67	6893574	1.0
	"Massachusetts"	"25"	"Thoracic aortic aneurysm, ruptured"	"I71.1"	10	6893574	Unreliable
	"Massachusetts"	"25"	"Abdominal aortic aneurysm, ruptured"	"I71.3"	41	6893574	0.6
	"Massachusetts"	"25"	"Abdominal aortic aneurysm, without mention of rupture"	"I71.4"	24	6893574	0.3
	"Massachusetts"	"25"	"Aortic aneurysm of unspecified site, ruptured"	"I71.8"	12	6893574	Unreliable
	"Massachusetts"	"25"	"Aortic aneurysm of unspecified site, without mention of rupture"	"I71.9"	10	6893574	Unreliable
	"Massachusetts"	"25"	"Peripheral vascular disease, unspecified"	"I73.9"	171	6893574	2.5
	"Massachusetts"	"25"	"Arteritis, unspecified"	"I77.6"	13	6893574	Unreliable
	"Massachusetts"	"25"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	39	6893574	0.6
	"Massachusetts"	"25"	"Influenza with pneumonia, influenza virus identified"	"J10.0"	36	6893574	0.5
	"Massachusetts"	"25"	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	30	6893574	0.4
	"Massachusetts"	"25"	"Influenza with pneumonia, virus not identified"	"J11.0"	47	6893574	0.7
	"Massachusetts"	"25"	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	46	6893574	0.7
	"Massachusetts"	"25"	"Other viral pneumonia"	"J12.8"	41	6893574	0.6
	"Massachusetts"	"25"	"Viral pneumonia, unspecified"	"J12.9"	19	6893574	Unreliable
	"Massachusetts"	"25"	"Pneumonia due to staphylococcus"	"J15.2"	15	6893574	Unreliable
	"Massachusetts"	"25"	"Bacterial pneumonia, unspecified"	"J15.9"	25	6893574	0.4
	"Massachusetts"	"25"	"Pneumonia, unspecified"	"J18.9"	1025	6893574	14.9
	"Massachusetts"	"25"	"Emphysema, unspecified"	"J43.9"	137	6893574	2.0
	"Massachusetts"	"25"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	331	6893574	4.8
	"Massachusetts"	"25"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	110	6893574	1.6
	"Massachusetts"	"25"	"Other specified chronic obstructive pulmonary disease"	"J44.8"	21	6893574	0.3
	"Massachusetts"	"25"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	1819	6893574	26.4
	"Massachusetts"	"25"	"Asthma, unspecified"	"J45.9"	78	6893574	1.1
	"Massachusetts"	"25"	"Bronchiectasis"	"J47"	29	6893574	0.4
	"Massachusetts"	"25"	"Pneumonitis due to food and vomit"	"J69.0"	567	6893574	8.2
	"Massachusetts"	"25"	"Adult respiratory distress syndrome"	"J80"	35	6893574	0.5
	"Massachusetts"	"25"	"Pulmonary oedema"	"J81"	10	6893574	Unreliable
	"Massachusetts"	"25"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	222	6893574	3.2
	"Massachusetts"	"25"	"Interstitial pulmonary disease, unspecified"	"J84.9"	186	6893574	2.7
	"Massachusetts"	"25"	"Pyothorax without fistula"	"J86.9"	10	6893574	Unreliable
	"Massachusetts"	"25"	"Pleural effusion, not elsewhere classified"	"J90"	37	6893574	0.5
	"Massachusetts"	"25"	"Acute respiratory failure"	"J96.0"	62	6893574	0.9
	"Massachusetts"	"25"	"Chronic respiratory failure"	"J96.1"	72	6893574	1.0
	"Massachusetts"	"25"	"Respiratory failure, unspecified"	"J96.9"	150	6893574	2.2
	"Massachusetts"	"25"	"Other disorders of lung"	"J98.4"	57	6893574	0.8
	"Massachusetts"	"25"	"Other specified respiratory disorders"	"J98.8"	27	6893574	0.4
	"Massachusetts"	"25"	"Respiratory disorder, unspecified"	"J98.9"	21	6893574	0.3
	"Massachusetts"	"25"	"Achalasia of cardia"	"K22.0"	11	6893574	Unreliable
	"Massachusetts"	"25"	"Oesophageal obstruction"	"K22.2"	14	6893574	Unreliable
	"Massachusetts"	"25"	"Duodenal ulcer, chronic or unspecified with perforation"	"K26.5"	13	6893574	Unreliable
	"Massachusetts"	"25"	"Other specified diseases of stomach and duodenum"	"K31.8"	11	6893574	Unreliable
	"Massachusetts"	"25"	"Diaphragmatic hernia without obstruction or gangrene"	"K44.9"	13	6893574	Unreliable
	"Massachusetts"	"25"	"Unspecified abdominal hernia with obstruction, without gangrene"	"K46.0"	10	6893574	Unreliable
	"Massachusetts"	"25"	"Crohn disease, unspecified"	"K50.9"	16	6893574	Unreliable
	"Massachusetts"	"25"	"Acute vascular disorders of intestine"	"K55.0"	21	6893574	0.3
	"Massachusetts"	"25"	"Vascular disorder of intestine, unspecified"	"K55.9"	124	6893574	1.8
	"Massachusetts"	"25"	"Volvulus"	"K56.2"	15	6893574	Unreliable
	"Massachusetts"	"25"	"Other and unspecified intestinal obstruction"	"K56.6"	128	6893574	1.9
	"Massachusetts"	"25"	"Diverticular disease of large intestine with perforation and abscess"	"K57.2"	12	6893574	Unreliable
	"Massachusetts"	"25"	"Diverticular disease of intestine, part unspecified, with perforation and abscess"	"K57.8"	31	6893574	0.4
	"Massachusetts"	"25"	"Diverticular disease of intestine, part unspecified, without perforation or abscess"	"K57.9"	33	6893574	0.5
	"Massachusetts"	"25"	"Perforation of intestine (nontraumatic)"	"K63.1"	47	6893574	0.7
	"Massachusetts"	"25"	"Disease of intestine, unspecified"	"K63.9"	10	6893574	Unreliable
	"Massachusetts"	"25"	"Acute peritonitis"	"K65.0"	21	6893574	0.3
	"Massachusetts"	"25"	"Peritonitis, unspecified"	"K65.9"	13	6893574	Unreliable
	"Massachusetts"	"25"	"Alcoholic fatty liver"	"K70.0"	13	6893574	Unreliable
	"Massachusetts"	"25"	"Alcoholic hepatitis"	"K70.1"	48	6893574	0.7
	"Massachusetts"	"25"	"Alcoholic cirrhosis of liver"	"K70.3"	348	6893574	5.0
	"Massachusetts"	"25"	"Alcoholic hepatic failure"	"K70.4"	41	6893574	0.6
	"Massachusetts"	"25"	"Alcoholic liver disease, unspecified"	"K70.9"	39	6893574	0.6
	"Massachusetts"	"25"	"Acute and subacute hepatic failure"	"K72.0"	24	6893574	0.3
	"Massachusetts"	"25"	"Hepatic failure, unspecified"	"K72.9"	98	6893574	1.4
	"Massachusetts"	"25"	"Other and unspecified cirrhosis of liver"	"K74.6"	431	6893574	6.3
	"Massachusetts"	"25"	"Fatty (change of) liver, not elsewhere classified"	"K76.0"	60	6893574	0.9
	"Massachusetts"	"25"	"Hepatorenal syndrome"	"K76.7"	14	6893574	Unreliable
	"Massachusetts"	"25"	"Liver disease, unspecified"	"K76.9"	97	6893574	1.4
	"Massachusetts"	"25"	"Acute cholecystitis"	"K81.0"	43	6893574	0.6
	"Massachusetts"	"25"	"Cholecystitis, unspecified"	"K81.9"	37	6893574	0.5
	"Massachusetts"	"25"	"Cholangitis"	"K83.0"	40	6893574	0.6
	"Massachusetts"	"25"	"Acute pancreatitis, unspecified"	"K85.9"	61	6893574	0.9
	"Massachusetts"	"25"	"Disease of pancreas, unspecified"	"K86.9"	22	6893574	0.3
	"Massachusetts"	"25"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	264	6893574	3.8
	"Massachusetts"	"25"	"Cellulitis of other parts of limb"	"L03.1"	10	6893574	Unreliable
	"Massachusetts"	"25"	"Cellulitis, unspecified"	"L03.9"	21	6893574	0.3
	"Massachusetts"	"25"	"Local infection of skin and subcutaneous tissue, unspecified"	"L08.9"	18	6893574	Unreliable
	"Massachusetts"	"25"	"Decubitus ulcer and pressure area, unspecified"	"L89.9"	19	6893574	Unreliable
	"Massachusetts"	"25"	"Chronic ulcer of skin, not elsewhere classified"	"L98.4"	10	6893574	Unreliable
	"Massachusetts"	"25"	"Rheumatoid arthritis, unspecified"	"M06.9"	40	6893574	0.6
	"Massachusetts"	"25"	"Systemic lupus erythematosus with organ or system involvement"	"M32.1"	16	6893574	Unreliable
	"Massachusetts"	"25"	"Other forms of systemic sclerosis"	"M34.8"	14	6893574	Unreliable
	"Massachusetts"	"25"	"Osteomyelitis of vertebra"	"M46.2"	13	6893574	Unreliable
	"Massachusetts"	"25"	"Other specified disorders of muscle"	"M62.8"	15	6893574	Unreliable
	"Massachusetts"	"25"	"Necrotizing fasciitis"	"M72.6"	15	6893574	Unreliable
	"Massachusetts"	"25"	"Osteomyelitis, unspecified"	"M86.9"	59	6893574	0.9
	"Massachusetts"	"25"	"Acute nephritic syndrome, unspecified"	"N00.9"	13	6893574	Unreliable
	"Massachusetts"	"25"	"Obstructive and reflux uropathy, unspecified"	"N13.9"	10	6893574	Unreliable
	"Massachusetts"	"25"	"Acute renal failure, unspecified"	"N17.9"	159	6893574	2.3
	"Massachusetts"	"25"	"Chronic kidney disease, stage 3"	"N18.3"	14	6893574	Unreliable
	"Massachusetts"	"25"	"Chronic kidney disease, stage 4"	"N18.4"	25	6893574	0.4
	"Massachusetts"	"25"	"Chronic kidney disease, stage 5"	"N18.5"	448	6893574	6.5
	"Massachusetts"	"25"	"Chronic renal failure, unspecified"	"N18.9"	309	6893574	4.5
	"Massachusetts"	"25"	"Unspecified renal failure"	"N19"	236	6893574	3.4
	"Massachusetts"	"25"	"Other specified disorders of kidney and ureter"	"N28.8"	128	6893574	1.9
	"Massachusetts"	"25"	"Disorder of kidney and ureter, unspecified"	"N28.9"	24	6893574	0.3
	"Massachusetts"	"25"	"Urinary tract infection, site not specified"	"N39.0"	297	6893574	4.3
	"Massachusetts"	"25"	"Hyperplasia of prostate"	"N40"	13	6893574	Unreliable
	"Massachusetts"	"25"	"Newborn affected by premature rupture of membranes"	"P01.1"	10	6893574	Unreliable
	"Massachusetts"	"25"	"Extreme immaturity"	"P07.2"	26	6893574	0.4
	"Massachusetts"	"25"	"Other preterm infants"	"P07.3"	19	6893574	Unreliable
	"Massachusetts"	"25"	"Peripheral arteriovenous malformation"	"Q27.3"	10	6893574	Unreliable
	"Massachusetts"	"25"	"Down syndrome, unspecified"	"Q90.9"	35	6893574	0.5
	"Massachusetts"	"25"	"Asphyxia"	"R09.0"	13	6893574	Unreliable
	"Massachusetts"	"25"	"Respiratory arrest"	"R09.2"	43	6893574	0.6
	"Massachusetts"	"25"	"Dysphagia"	"R13"	15	6893574	Unreliable
	"Massachusetts"	"25"	"Other and unspecified symptoms and signs involving cognitive functions and awareness"	"R41.8"	12	6893574	Unreliable
	"Massachusetts"	"25"	"Senility"	"R54"	38	6893574	0.6
	"Massachusetts"	"25"	"Other and unspecified convulsions"	"R56.8"	21	6893574	0.3
	"Massachusetts"	"25"	"Cardiogenic shock"	"R57.0"	30	6893574	0.4
	"Massachusetts"	"25"	"Shock, unspecified"	"R57.9"	23	6893574	0.3
	"Massachusetts"	"25"	"Haemorrhage, not elsewhere classified"	"R58"	22	6893574	0.3
	"Massachusetts"	"25"	"Other lack of expected normal physiological development"	"R62.8"	230	6893574	3.3
	"Massachusetts"	"25"	"Other specified general symptoms and signs"	"R68.8"	33	6893574	0.5
	"Massachusetts"	"25"	"Abnormal findings on diagnostic imaging of lung"	"R91"	17	6893574	Unreliable
	"Massachusetts"	"25"	"Sudden infant death syndrome - SIDS"	"R95"	23	6893574	0.3
	"Massachusetts"	"25"	"Other ill-defined and unspecified causes of mortality"	"R99"	142	6893574	2.1
	"Massachusetts"	"25"	"COVID-19"	"U07.1"	9319	6893574	135.2
	"Massachusetts"	"25"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	61	6893574	0.9
	"Massachusetts"	"25"	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V29.4"	14	6893574	Unreliable
	"Massachusetts"	"25"	"Motorcycle rider [any] injured in unspecified traffic accident"	"V29.9"	22	6893574	0.3
	"Massachusetts"	"25"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	25	6893574	0.4
	"Massachusetts"	"25"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	199	6893574	2.9
	"Massachusetts"	"25"	"Fall on and from stairs and steps"	"W10"	48	6893574	0.7
	"Massachusetts"	"25"	"Other fall from one level to another"	"W17"	17	6893574	Unreliable
	"Massachusetts"	"25"	"Other fall on same level"	"W18"	111	6893574	1.6
	"Massachusetts"	"25"	"Unspecified fall"	"W19"	802	6893574	11.6
	"Massachusetts"	"25"	"Drowning and submersion while in natural water"	"W69"	27	6893574	0.4
	"Massachusetts"	"25"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	29	6893574	0.4
	"Massachusetts"	"25"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	112	6893574	1.6
	"Massachusetts"	"25"	"Exposure to uncontrolled fire in building or structure"	"X00"	28	6893574	0.4
	"Massachusetts"	"25"	"Exposure to excessive natural cold"	"X31"	14	6893574	Unreliable
	"Massachusetts"	"25"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	33	6893574	0.5
	"Massachusetts"	"25"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	1418	6893574	20.6
	"Massachusetts"	"25"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	718	6893574	10.4
	"Massachusetts"	"25"	"Accidental poisoning by and exposure to alcohol"	"X45"	45	6893574	0.7
	"Massachusetts"	"25"	"Accidental poisoning by and exposure to other gases and vapours"	"X47"	10	6893574	Unreliable
	"Massachusetts"	"25"	"Exposure to unspecified factor causing fracture"	"X59.0"	50	6893574	0.7
	"Massachusetts"	"25"	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	60	6893574	0.9
	"Massachusetts"	"25"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	16	6893574	Unreliable
	"Massachusetts"	"25"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	14	6893574	Unreliable
	"Massachusetts"	"25"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	49	6893574	0.7
	"Massachusetts"	"25"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	17	6893574	Unreliable
	"Massachusetts"	"25"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	280	6893574	4.1
	"Massachusetts"	"25"	"Intentional self-harm by drowning and submersion"	"X71"	10	6893574	Unreliable
	"Massachusetts"	"25"	"Intentional self-harm by handgun discharge"	"X72"	16	6893574	Unreliable
	"Massachusetts"	"25"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	111	6893574	1.6
	"Massachusetts"	"25"	"Intentional self-harm by sharp object"	"X78"	35	6893574	0.5
	"Massachusetts"	"25"	"Intentional self-harm by jumping from a high place"	"X80"	24	6893574	0.3
	"Massachusetts"	"25"	"Intentional self-harm by jumping or lying before moving object"	"X81"	13	6893574	Unreliable
	"Massachusetts"	"25"	"Assault by other and unspecified firearm discharge"	"X95"	127	6893574	1.8
	"Massachusetts"	"25"	"Assault by sharp object"	"X99"	25	6893574	0.4
	"Massachusetts"	"25"	"Assault by unspecified means"	"Y09"	11	6893574	Unreliable
	"Massachusetts"	"25"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	16	6893574	Unreliable
	"Massachusetts"	"25"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	20	6893574	0.3
	"Massachusetts"	"25"	"Unspecified event, undetermined intent"	"Y34"	19	6893574	Unreliable
	"Massachusetts"	"25"	"Surgical operation with transplant of whole organ"	"Y83.0"	12	6893574	Unreliable
	"Massachusetts"	"25"	"Surgical operation with implant of artificial internal device"	"Y83.1"	14	6893574	Unreliable
	"Massachusetts"	"25"	"Surgical procedure, unspecified"	"Y83.9"	12	6893574	Unreliable
	"Massachusetts"	"25"	"Sequelae of motor-vehicle accident"	"Y85.0"	18	6893574	Unreliable
	"Massachusetts"	"25"	"Sequelae of other accidents"	"Y86"	30	6893574	0.4
	"Michigan"	"26"	"Enterocolitis due to Clostridium difficile"	"A04.7"	110	9966555	1.1
	"Michigan"	"26"	"Gastroenteritis and colitis of unspecified origin"	"A09.9"	68	9966555	0.7
	"Michigan"	"26"	"Septicaemia due to Staphylococcus aureus"	"A41.0"	20	9966555	0.2
	"Michigan"	"26"	"Septicaemia due to unspecified staphylococcus"	"A41.2"	17	9966555	Unreliable
	"Michigan"	"26"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	36	9966555	0.4
	"Michigan"	"26"	"Septicaemia, unspecified"	"A41.9"	1190	9966555	11.9
	"Michigan"	"26"	"Legionnaires disease"	"A48.1"	13	9966555	Unreliable
	"Michigan"	"26"	"Staphylococcal infection, unspecified"	"A49.0"	34	9966555	0.3
	"Michigan"	"26"	"Streptococcal infection, unspecified"	"A49.1"	10	9966555	Unreliable
	"Michigan"	"26"	"Other bacterial infections of unspecified site"	"A49.8"	11	9966555	Unreliable
	"Michigan"	"26"	"Bacterial infection, unspecified"	"A49.9"	28	9966555	0.3
	"Michigan"	"26"	"Creutzfeldt-Jakob disease - CJD"	"A81.0"	16	9966555	Unreliable
	"Michigan"	"26"	"Chronic viral hepatitis C"	"B18.2"	83	9966555	0.8
	"Michigan"	"26"	"HIV disease resulting in other specified conditions"	"B23.8"	20	9966555	0.2
	"Michigan"	"26"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	12	9966555	Unreliable
	"Michigan"	"26"	"Coronavirus infection, unspecified"	"B34.2"	100	9966555	1.0
	"Michigan"	"26"	"Other viral infections of unspecified site"	"B34.8"	24	9966555	0.2
	"Michigan"	"26"	"Viral infection, unspecified"	"B34.9"	14	9966555	Unreliable
	"Michigan"	"26"	"Unspecified mycosis"	"B49"	16	9966555	Unreliable
	"Michigan"	"26"	"Sequelae of other specified infectious and parasitic diseases"	"B94.8"	20	9966555	0.2
	"Michigan"	"26"	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	94	9966555	0.9
	"Michigan"	"26"	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	36	9966555	0.4
	"Michigan"	"26"	"Malignant neoplasm of parotid gland"	"C07"	26	9966555	0.3
	"Michigan"	"26"	"Tonsil, unspecified - Malignant neoplasms"	"C09.9"	36	9966555	0.4
	"Michigan"	"26"	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	49	9966555	0.5
	"Michigan"	"26"	"Nasopharynx, unspecified - Malignant neoplasms"	"C11.9"	15	9966555	Unreliable
	"Michigan"	"26"	"Hypopharynx, unspecified - Malignant neoplasms"	"C13.9"	13	9966555	Unreliable
	"Michigan"	"26"	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	36	9966555	0.4
	"Michigan"	"26"	"Lower third of oesophagus - Malignant neoplasms"	"C15.5"	12	9966555	Unreliable
	"Michigan"	"26"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	624	9966555	6.3
	"Michigan"	"26"	"Cardia - Malignant neoplasms"	"C16.0"	34	9966555	0.3
	"Michigan"	"26"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	263	9966555	2.6
	"Michigan"	"26"	"Duodenum - Malignant neoplasms"	"C17.0"	27	9966555	0.3
	"Michigan"	"26"	"Small intestine, unspecified - Malignant neoplasms"	"C17.9"	21	9966555	0.2
	"Michigan"	"26"	"Caecum - Malignant neoplasms"	"C18.0"	31	9966555	0.3
	"Michigan"	"26"	"Appendix - Malignant neoplasms"	"C18.1"	38	9966555	0.4
	"Michigan"	"26"	"Ascending colon - Malignant neoplasms"	"C18.2"	12	9966555	Unreliable
	"Michigan"	"26"	"Sigmoid colon - Malignant neoplasms"	"C18.7"	23	9966555	0.2
	"Michigan"	"26"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	1319	9966555	13.2
	"Michigan"	"26"	"Malignant neoplasm of rectosigmoid junction"	"C19"	106	9966555	1.1
	"Michigan"	"26"	"Malignant neoplasm of rectum"	"C20"	240	9966555	2.4
	"Michigan"	"26"	"Anus, unspecified - Malignant neoplasms"	"C21.0"	39	9966555	0.4
	"Michigan"	"26"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	349	9966555	3.5
	"Michigan"	"26"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	261	9966555	2.6
	"Michigan"	"26"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	233	9966555	2.3
	"Michigan"	"26"	"Malignant neoplasm of gallbladder"	"C23"	62	9966555	0.6
	"Michigan"	"26"	"Extrahepatic bile duct - Malignant neoplasms"	"C24.0"	26	9966555	0.3
	"Michigan"	"26"	"Ampulla of Vater - Malignant neoplasms"	"C24.1"	13	9966555	Unreliable
	"Michigan"	"26"	"Biliary tract, unspecified - Malignant neoplasms"	"C24.9"	21	9966555	0.2
	"Michigan"	"26"	"Head of pancreas - Malignant neoplasms"	"C25.0"	12	9966555	Unreliable
	"Michigan"	"26"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	1672	9966555	16.8
	"Michigan"	"26"	"Ill-defined sites within the digestive system - Malignant neoplasms"	"C26.9"	65	9966555	0.7
	"Michigan"	"26"	"Accessory sinus, unspecified - Malignant neoplasms"	"C31.9"	11	9966555	Unreliable
	"Michigan"	"26"	"Glottis - Malignant neoplasms"	"C32.0"	16	9966555	Unreliable
	"Michigan"	"26"	"Supraglottis - Malignant neoplasms"	"C32.1"	18	9966555	Unreliable
	"Michigan"	"26"	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	120	9966555	1.2
	"Michigan"	"26"	"Upper lobe, bronchus or lung - Malignant neoplasms"	"C34.1"	93	9966555	0.9
	"Michigan"	"26"	"Lower lobe, bronchus or lung - Malignant neoplasms"	"C34.3"	42	9966555	0.4
	"Michigan"	"26"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	5067	9966555	50.8
	"Michigan"	"26"	"Malignant neoplasm of thymus"	"C37"	11	9966555	Unreliable
	"Michigan"	"26"	"Bone and articular cartilage, unspecified - Malignant neoplasms"	"C41.9"	41	9966555	0.4
	"Michigan"	"26"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	213	9966555	2.1
	"Michigan"	"26"	"Skin of scalp and neck - Malignant neoplasms"	"C44.4"	41	9966555	0.4
	"Michigan"	"26"	"Malignant neoplasm of skin, unspecified - Malignant neoplasms"	"C44.9"	59	9966555	0.6
	"Michigan"	"26"	"Mesothelioma, unspecified - Malignant neoplasms"	"C45.9"	59	9966555	0.6
	"Michigan"	"26"	"Retroperitoneum - Malignant neoplasms"	"C48.0"	15	9966555	Unreliable
	"Michigan"	"26"	"Peritoneum, unspecified - Malignant neoplasms"	"C48.2"	23	9966555	0.2
	"Michigan"	"26"	"Connective and soft tissue of lower limb, including hip - Malignant neoplasms"	"C49.2"	10	9966555	Unreliable
	"Michigan"	"26"	"Connective and soft tissue of abdomen - Malignant neoplasms"	"C49.4"	12	9966555	Unreliable
	"Michigan"	"26"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	107	9966555	1.1
	"Michigan"	"26"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	1427	9966555	14.3
	"Michigan"	"26"	"Vulva, unspecified - Malignant neoplasms"	"C51.9"	65	9966555	0.7
	"Michigan"	"26"	"Malignant neoplasm of vagina"	"C52"	15	9966555	Unreliable
	"Michigan"	"26"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	109	9966555	1.1
	"Michigan"	"26"	"Endometrium - Malignant neoplasms"	"C54.1"	246	9966555	2.5
	"Michigan"	"26"	"Malignant neoplasm of uterus, part unspecified"	"C55"	182	9966555	1.8
	"Michigan"	"26"	"Malignant neoplasm of ovary"	"C56"	491	9966555	4.9
	"Michigan"	"26"	"Fallopian tube - Malignant neoplasms"	"C57.0"	21	9966555	0.2
	"Michigan"	"26"	"Female genital organ, unspecified - Malignant neoplasms"	"C57.9"	21	9966555	0.2
	"Michigan"	"26"	"Penis, unspecified - Malignant neoplasms"	"C60.9"	13	9966555	Unreliable
	"Michigan"	"26"	"Malignant neoplasm of prostate"	"C61"	1106	9966555	11.1
	"Michigan"	"26"	"Testis, unspecified - Malignant neoplasms"	"C62.9"	15	9966555	Unreliable
	"Michigan"	"26"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	442	9966555	4.4
	"Michigan"	"26"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	614	9966555	6.2
	"Michigan"	"26"	"Urethra - Malignant neoplasms"	"C68.0"	15	9966555	Unreliable
	"Michigan"	"26"	"Frontal lobe - Malignant neoplasms"	"C71.1"	18	9966555	Unreliable
	"Michigan"	"26"	"Cerebellum - Malignant neoplasms"	"C71.6"	10	9966555	Unreliable
	"Michigan"	"26"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	552	9966555	5.5
	"Michigan"	"26"	"Malignant neoplasm of thyroid gland"	"C73"	66	9966555	0.7
	"Michigan"	"26"	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	15	9966555	Unreliable
	"Michigan"	"26"	"Head, face and neck - Malignant neoplasms"	"C76.0"	12	9966555	Unreliable
	"Michigan"	"26"	"Abdomen - Malignant neoplasms"	"C76.2"	14	9966555	Unreliable
	"Michigan"	"26"	"Secondary malignant neoplasm of lung - Malignant neoplasms"	"C78.0"	10	9966555	Unreliable
	"Michigan"	"26"	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	26	9966555	0.3
	"Michigan"	"26"	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	50	9966555	0.5
	"Michigan"	"26"	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	23	9966555	0.2
	"Michigan"	"26"	"Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms"	"C79.5"	23	9966555	0.2
	"Michigan"	"26"	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	69	9966555	0.7
	"Michigan"	"26"	"Malignant neoplasm without specification of site"	"C80"	1037	9966555	10.4
	"Michigan"	"26"	"Hodgkin disease, unspecified"	"C81.9"	30	9966555	0.3
